species_slug,BL,WL,under_sampled,red_list,cert_list,lists
abies-alba,0,0,0,1,1,['red_list' 'cert_list']
abutilon-theophrasti,1,0,0,0,0,['BL']
acacia-dealbata,0,1,0,0,0,['WL']
acer-campestre,0,0,0,1,1,['red_list' 'cert_list']
acer-opalus,0,0,0,1,1,['red_list' 'cert_list']
acer-platanoides,0,0,0,1,1,['red_list' 'cert_list']
acer-pseudoplatanus,0,0,0,1,1,['red_list' 'cert_list']
aceras-anthropophorum,0,0,0,1,0,['red_list']
achillea-atrata,0,0,0,1,1,['red_list' 'cert_list']
achillea-clavenae,0,0,0,1,0,['red_list']
achillea-collina,0,0,0,1,0,['red_list']
achillea-erba-rotta,0,0,0,1,1,['red_list' 'cert_list']
achillea-macrophylla,0,0,0,1,1,['red_list' 'cert_list']
achillea-millefolium,0,0,0,2,1,['red_list' 'cert_list']
achillea-nana,0,0,0,1,0,['red_list']
achillea-nobilis,0,0,0,1,0,['red_list']
achillea-pratensis,0,0,0,1,0,['red_list']
achillea-ptarmica,0,0,0,1,0,['red_list']
achillea-roseoalba,0,0,1,1,0,['under_sampled' 'red_list']
achillea-setacea,0,0,0,1,0,['red_list']
achillea-stricta,0,0,1,1,0,['under_sampled' 'red_list']
achillea-tomentosa,0,0,0,1,0,['red_list']
achnatherum-calamagrostis,0,0,0,1,0,['red_list']
acinos-alpinus,0,0,0,1,1,['red_list' 'cert_list']
acinos-arvensis,0,0,0,1,0,['red_list']
aconitum-anthora,0,0,0,1,0,['red_list']
aconitum-lycoctonum,0,0,2,3,1,['under_sampled' 'red_list' 'cert_list']
aconitum-napellus,0,0,0,4,1,['red_list' 'cert_list']
aconitum-variegatum,0,0,1,5,0,['under_sampled' 'red_list']
actaea-spicata,0,0,0,1,0,['red_list']
adenophora-liliifolia,0,0,0,1,0,['red_list']
adenostyles-alliariae,0,0,0,1,1,['red_list' 'cert_list']
adenostyles-alpina,0,0,0,1,1,['red_list' 'cert_list']
adenostyles-leucophylla,0,0,0,1,0,['red_list']
adiantum-capillus-veneris,0,0,0,1,0,['red_list']
adonis-aestivalis,0,0,0,1,0,['red_list']
adonis-flammea,0,0,0,1,0,['red_list']
adonis-vernalis,0,0,0,1,0,['red_list']
adoxa-moschatellina,0,0,0,1,0,['red_list']
aegopodium-podagraria,0,0,0,1,1,['red_list' 'cert_list']
aethionema-saxatile,0,0,0,1,0,['red_list']
aethusa-cynapioides,0,0,0,1,0,['red_list']
aethusa-cynapium,0,0,0,1,0,['red_list']
agrimonia-eupatoria,0,0,0,1,0,['red_list']
agrimonia-procera,0,0,0,1,0,['red_list']
agrostemma-githago,0,0,0,1,0,['red_list']
agrostis-alpina,0,0,0,1,0,['red_list']
agrostis-canina,0,0,0,1,0,['red_list']
agrostis-capillaris,0,0,0,1,1,['red_list' 'cert_list']
agrostis-gigantea,0,0,0,1,0,['red_list']
agrostis-rupestris,0,0,0,1,0,['red_list']
agrostis-schleicheri,0,0,1,1,0,['under_sampled' 'red_list']
agrostis-schraderiana,0,0,0,1,0,['red_list']
agrostis-stolonifera,0,0,0,1,1,['red_list' 'cert_list']
agrostis-vinealis,0,0,0,1,0,['red_list']
ailanthus-altissima,1,0,0,0,0,['BL']
aira-caryophyllea,0,0,0,1,0,['red_list']
aira-elegantissima,0,0,0,1,0,['red_list']
aira-praecox,0,0,0,1,0,['red_list']
ajuga-chamaepitys,0,0,0,1,0,['red_list']
ajuga-genevensis,0,0,0,1,0,['red_list']
ajuga-pyramidalis,0,0,0,1,1,['red_list' 'cert_list']
ajuga-reptans,0,0,0,1,1,['red_list' 'cert_list']
alchemilla-acuminatidens,0,0,0,1,0,['red_list']
alchemilla-acutiloba,0,0,0,1,0,['red_list']
alchemilla-aggregata,0,0,0,1,0,['red_list']
alchemilla-alpigena,0,0,0,1,0,['red_list']
alchemilla-alpina,0,0,0,2,0,['red_list']
alchemilla-amphisericea,0,0,0,1,0,['red_list']
alchemilla-argentidens,0,0,0,1,0,['red_list']
alchemilla-atrovirens,0,0,0,1,0,['red_list']
alchemilla-chirophylla,0,0,0,1,0,['red_list']
alchemilla-colorata,0,0,0,1,0,['red_list']
alchemilla-compta,0,0,0,1,0,['red_list']
alchemilla-conjuncta,0,0,0,2,0,['red_list']
alchemilla-connivens,0,0,0,1,0,['red_list']
alchemilla-controversa,0,0,0,1,0,['red_list']
alchemilla-coriacea,0,0,0,2,0,['red_list']
alchemilla-crinita,0,0,0,1,0,['red_list']
alchemilla-curtiloba,0,0,0,1,0,['red_list']
alchemilla-decumbens,0,0,0,2,0,['red_list']
alchemilla-demissa,0,0,0,2,0,['red_list']
alchemilla-effusa,0,0,0,1,0,['red_list']
alchemilla-exigua,0,0,0,1,0,['red_list']
alchemilla-fallax,0,0,0,1,0,['red_list']
alchemilla-filicaulis,0,0,0,1,0,['red_list']
alchemilla-firma,0,0,0,1,0,['red_list']
alchemilla-fissa,0,0,1,2,0,['under_sampled' 'red_list']
alchemilla-fissimima,0,0,0,1,0,['red_list']
alchemilla-flabellata,0,0,0,1,0,['red_list']
alchemilla-flavicoma,0,0,0,1,0,['red_list']
alchemilla-flavovirens,0,0,0,1,0,['red_list']
alchemilla-flexicaulis,0,0,0,1,0,['red_list']
alchemilla-frigens,0,0,0,1,0,['red_list']
alchemilla-gaillardiana,0,0,0,1,0,['red_list']
alchemilla-galkinae,0,0,0,1,0,['red_list']
alchemilla-gemmia,0,0,0,1,0,['red_list']
alchemilla-gingolphiana,0,0,0,1,0,['red_list']
alchemilla-glabra,0,0,1,2,0,['under_sampled' 'red_list']
alchemilla-glacialis,0,0,0,1,0,['red_list']
alchemilla-glaucescens,0,0,0,1,0,['red_list']
alchemilla-glomerulans,0,0,0,1,0,['red_list']
alchemilla-grossidens,0,0,0,2,0,['red_list']
alchemilla-helvetica,0,0,0,2,0,['red_list']
alchemilla-heteropoda,0,0,0,2,0,['red_list']
alchemilla-hirtipes,0,0,0,1,0,['red_list']
alchemilla-hoppeana,0,0,0,1,0,['red_list']
alchemilla-hybrida,0,0,0,2,0,['red_list']
alchemilla-impexa,0,0,0,1,0,['red_list']
alchemilla-incisa,0,0,0,1,0,['red_list']
alchemilla-inconcinna,0,0,0,1,0,['red_list']
alchemilla-infravallesia,0,0,0,1,0,['red_list']
alchemilla-jaquetiana,0,0,0,1,0,['red_list']
alchemilla-jugensis,0,0,0,1,0,['red_list']
alchemilla-leptoclada,0,0,0,1,0,['red_list']
alchemilla-lineata,0,0,0,1,0,['red_list']
alchemilla-longana,0,0,0,1,0,['red_list']
alchemilla-longinodis,0,0,0,1,0,['red_list']
alchemilla-longiuscula,0,0,0,1,0,['red_list']
alchemilla-lunaria,0,0,0,1,0,['red_list']
alchemilla-micans,0,0,0,1,0,['red_list']
alchemilla-monticola,0,0,0,1,0,['red_list']
alchemilla-multidens,0,0,0,1,0,['red_list']
alchemilla-nitida,0,0,0,1,0,['red_list']
alchemilla-obscura,0,0,0,1,0,['red_list']
alchemilla-obtusa,0,0,0,1,0,['red_list']
alchemilla-opaca,0,0,0,1,0,['red_list']
alchemilla-oscensis,0,0,0,1,0,['red_list']
alchemilla-othmarii,0,0,0,1,0,['red_list']
alchemilla-paicheana,0,0,0,1,0,['red_list']
alchemilla-pallens,0,0,0,1,0,['red_list']
alchemilla-pentaphyllea,0,0,1,1,1,['under_sampled' 'red_list' 'cert_list']
alchemilla-pentaphylloides,0,0,0,2,0,['red_list']
alchemilla-petiolulans,0,0,0,1,0,['red_list']
alchemilla-plicata,0,0,0,1,0,['red_list']
alchemilla-plicatula,0,0,0,1,0,['red_list']
alchemilla-pseudodecumbens,0,0,0,1,0,['red_list']
alchemilla-psilopodia,0,0,0,1,0,['red_list']
alchemilla-racemulosa,0,0,0,1,0,['red_list']
alchemilla-radiisecta,0,0,0,1,0,['red_list']
alchemilla-reniformis,0,0,0,1,0,['red_list']
alchemilla-rhododendrophila,0,0,0,1,0,['red_list']
alchemilla-rubristipula,0,0,0,1,0,['red_list']
alchemilla-saxatilis,0,0,0,1,0,['red_list']
alchemilla-saxetana,0,0,0,1,0,['red_list']
alchemilla-schmidelyana,0,0,0,1,0,['red_list']
alchemilla-semihirta,0,0,0,1,0,['red_list']
alchemilla-semisecta,0,0,0,1,0,['red_list']
alchemilla-sericoneura,0,0,0,1,0,['red_list']
alchemilla-sinuata,0,0,0,1,0,['red_list']
alchemilla-splendens,0,0,1,2,0,['under_sampled' 'red_list']
alchemilla-squarrosula,0,0,0,1,0,['red_list']
alchemilla-straminea,0,0,0,1,0,['red_list']
alchemilla-strigosula,0,0,0,1,0,['red_list']
alchemilla-subcrenata,0,0,0,1,0,['red_list']
alchemilla-subglobosa,0,0,0,1,0,['red_list']
alchemilla-subsericea,0,0,0,2,0,['red_list']
alchemilla-tenuis,0,0,0,1,0,['red_list']
alchemilla-tirolensis,0,0,0,1,0,['red_list']
alchemilla-transiens,0,0,0,1,0,['red_list']
alchemilla-trullata,0,0,0,1,0,['red_list']
alchemilla-trunciloba,0,0,0,1,0,['red_list']
alchemilla-undulata,0,0,0,1,0,['red_list']
alchemilla-versipila,0,0,0,1,0,['red_list']
alchemilla-vulgaris,0,0,0,1,0,['red_list']
alchemilla-weberi,0,0,0,1,0,['red_list']
alchemilla-westermaieri,0,0,0,1,0,['red_list']
alchemilla-xanthochlora,0,0,0,1,0,['red_list']
aldrovanda-vesiculosa,0,0,0,1,0,['red_list']
alisma-gramineum,0,0,0,1,0,['red_list']
alisma-lanceolatum,0,0,0,1,0,['red_list']
alisma-plantago-aquatica,0,0,0,1,0,['red_list']
alliaria-petiolata,0,0,0,1,1,['red_list' 'cert_list']
allium-angulosum,0,0,0,1,0,['red_list']
allium-carinatum,0,0,0,3,0,['red_list']
allium-lineare,0,0,1,1,0,['under_sampled' 'red_list']
allium-lusitanicum,0,0,0,1,0,['red_list']
allium-oleraceum,0,0,0,1,0,['red_list']
allium-rotundum,0,0,0,1,0,['red_list']
allium-schoenoprasum,0,0,0,1,1,['red_list' 'cert_list']
allium-scorodoprasum,0,0,0,1,0,['red_list']
allium-sphaerocephalon,0,0,0,1,0,['red_list']
allium-suaveolens,0,0,0,1,0,['red_list']
allium-ursinum,0,0,0,1,1,['red_list' 'cert_list']
allium-victorialis,0,0,0,1,0,['red_list']
allium-vineale,0,0,0,1,0,['red_list']
alnus-glutinosa,0,0,0,1,1,['red_list' 'cert_list']
alnus-incana,0,0,0,1,1,['red_list' 'cert_list']
alnus-viridis,0,0,0,1,1,['red_list' 'cert_list']
alopecurus-aequalis,0,0,0,1,0,['red_list']
alopecurus-geniculatus,0,0,0,1,0,['red_list']
alopecurus-myosuroides,0,0,0,1,0,['red_list']
alopecurus-pratensis,0,0,0,1,1,['red_list' 'cert_list']
alyssoides-utriculata,0,0,0,1,0,['red_list']
alyssum-alpestre,0,0,0,1,0,['red_list']
alyssum-alyssoides,0,0,0,1,0,['red_list']
alyssum-montanum,0,0,0,1,0,['red_list']
amaranthus-blitum,0,0,0,1,0,['red_list']
ambrosia-artemisiifolia,1,0,0,0,0,['BL']
amelanchier-ovalis,0,0,0,1,1,['red_list' 'cert_list']
amorpha-fruticosa,1,0,0,0,0,['BL']
anacamptis-pyramidalis,0,0,0,3,0,['red_list']
anagallis-arvensis,0,0,0,1,1,['red_list' 'cert_list']
anagallis-foemina,0,0,0,1,0,['red_list']
anagallis-minima,0,0,0,1,0,['red_list']
anagallis-tenella,0,0,0,1,0,['red_list']
anchusa-arvensis,0,0,0,1,0,['red_list']
anchusa-officinalis,0,0,0,1,0,['red_list']
andromeda-polifolia,0,0,0,1,0,['red_list']
androsace-alpina,0,0,0,1,1,['red_list' 'cert_list']
androsace-brevis,0,0,0,1,0,['red_list']
androsace-chamaejasme,0,0,0,1,1,['red_list' 'cert_list']
androsace-helvetica,0,0,0,1,1,['red_list' 'cert_list']
androsace-lactea,0,0,0,1,0,['red_list']
androsace-maxima,0,0,0,1,0,['red_list']
androsace-obtusifolia,0,0,0,1,1,['red_list' 'cert_list']
androsace-puberula,0,0,0,1,0,['red_list']
androsace-pubescens,0,0,0,1,0,['red_list']
androsace-septentrionalis,0,0,0,1,0,['red_list']
androsace-vandellii,0,0,0,1,0,['red_list']
androsace-villosa,0,0,0,1,0,['red_list']
androsace-vitaliana,0,0,0,1,0,['red_list']
anemone-baldensis,0,0,0,1,0,['red_list']
anemone-narcissiflora,0,0,0,1,0,['red_list']
anemone-nemorosa,0,0,0,1,1,['red_list' 'cert_list']
anemone-ranunculoides,0,0,0,1,0,['red_list']
anemone-sylvestris,0,0,0,1,0,['red_list']
angelica-sylvestris,0,0,0,1,0,['red_list']
anogramma-leptophylla,0,0,0,1,0,['red_list']
antennaria-carpatica,0,0,0,1,0,['red_list']
antennaria-dioica,0,0,0,1,1,['red_list' 'cert_list']
anthemis-arvensis,0,0,0,1,0,['red_list']
anthemis-cotula,0,0,0,1,0,['red_list']
anthemis-tinctoria,0,0,0,1,0,['red_list']
anthemis-triumfettii,0,0,0,1,0,['red_list']
anthericum-liliago,0,0,0,1,1,['red_list' 'cert_list']
anthericum-ramosum,0,0,0,1,0,['red_list']
anthoxanthum-alpinum,0,0,0,1,0,['red_list']
anthoxanthum-odoratum,0,0,0,2,1,['red_list' 'cert_list']
anthriscus-caucalis,0,0,0,1,0,['red_list']
anthriscus-cerefolium,0,0,0,1,0,['red_list']
anthriscus-nitida,0,0,0,1,0,['red_list']
anthriscus-sylvestris,0,0,0,3,1,['red_list' 'cert_list']
anthyllis-montana,0,0,0,1,0,['red_list']
anthyllis-vulneraria,0,0,0,5,1,['red_list' 'cert_list']
apera-interrupta,0,0,0,1,0,['red_list']
apera-spica-venti,0,0,0,1,0,['red_list']
aphanes-arvensis,0,0,0,1,0,['red_list']
aphanes-australis,0,0,0,1,0,['red_list']
apium-nodiflorum,0,0,0,1,0,['red_list']
apium-repens,0,0,0,1,0,['red_list']
aposeris-foetida,0,0,0,1,0,['red_list']
aquilegia-alpina,0,0,0,1,0,['red_list']
aquilegia-atrata,0,0,0,1,0,['red_list']
aquilegia-einseleana,0,0,0,1,0,['red_list']
aquilegia-vulgaris,0,0,0,1,1,['red_list' 'cert_list']
arabidopsis-thaliana,0,0,0,1,1,['red_list' 'cert_list']
arabis-alpina,0,0,0,1,1,['red_list' 'cert_list']
arabis-auriculata,0,0,0,1,0,['red_list']
arabis-bellidifolia,0,0,0,3,0,['red_list']
arabis-caerulea,0,0,0,1,0,['red_list']
arabis-ciliata,0,0,0,1,0,['red_list']
arabis-collina,0,0,0,1,0,['red_list']
arabis-hirsuta,0,0,0,2,0,['red_list']
arabis-nemorensis,0,0,0,1,0,['red_list']
arabis-nova,0,0,0,1,0,['red_list']
arabis-sagittata,0,0,0,1,0,['red_list']
arabis-scabra,0,0,0,1,0,['red_list']
arabis-serpillifolia,0,0,0,1,0,['red_list']
arabis-subcoriacea,0,0,0,1,0,['red_list']
arabis-turrita,0,0,0,1,0,['red_list']
arctium-lappa,0,0,0,1,1,['red_list' 'cert_list']
arctium-minus,0,0,0,3,0,['red_list']
arctium-nemorosum,0,0,1,1,0,['under_sampled' 'red_list']
arctium-tomentosum,0,0,0,1,0,['red_list']
arctostaphylos-alpina,0,0,1,1,0,['under_sampled' 'red_list']
arctostaphylos-uva-ursi,0,0,0,1,1,['red_list' 'cert_list']
arenaria-biflora,0,0,0,1,1,['red_list' 'cert_list']
arenaria-ciliata,0,0,0,3,0,['red_list']
arenaria-gothica,0,0,0,1,0,['red_list']
arenaria-grandiflora,0,0,0,1,0,['red_list']
arenaria-leptoclados,0,0,0,1,0,['red_list']
arenaria-marschlinsii,0,0,1,1,0,['under_sampled' 'red_list']
arenaria-multicaulis,0,0,1,1,0,['under_sampled' 'red_list']
arenaria-serpyllifolia,0,0,0,2,1,['red_list' 'cert_list']
aristolochia-clematitis,0,0,0,1,0,['red_list']
aristolochia-rotunda,0,0,0,1,0,['red_list']
armeria-alpina,0,0,0,3,0,['red_list']
armeria-arenaria,0,0,0,1,0,['red_list']
armoracia-rusticana,0,0,0,1,0,['red_list']
arnica-montana,0,0,0,1,1,['red_list' 'cert_list']
arnoseris-minima,0,0,1,1,0,['under_sampled' 'red_list']
arrhenatherum-elatius,0,0,0,1,1,['red_list' 'cert_list']
artemisia-absinthium,0,0,0,1,1,['red_list' 'cert_list']
artemisia-borealis,0,0,0,1,0,['red_list']
artemisia-campestris,0,0,0,3,1,['red_list' 'cert_list']
artemisia-genipi,0,0,0,1,0,['red_list']
artemisia-glacialis,0,0,0,1,0,['red_list']
artemisia-nivalis,0,0,0,1,0,['red_list']
artemisia-umbelliformis,0,0,0,1,0,['red_list']
artemisia-vallesiaca,0,0,0,1,0,['red_list']
artemisia-verlotiorum,1,0,0,0,0,['BL']
artemisia-vulgaris,0,0,0,1,1,['red_list' 'cert_list']
arum-italicum,0,0,0,1,0,['red_list']
arum-maculatum,0,0,0,1,1,['red_list' 'cert_list']
aruncus-dioicus,0,0,0,1,0,['red_list']
asarum-europaeum,0,0,0,1,1,['red_list' 'cert_list']
asclepias-syriaca,1,0,0,0,0,['BL']
asparagus-officinalis,0,0,0,1,0,['red_list']
asparagus-tenuifolius,0,0,0,1,0,['red_list']
asperugo-procumbens,0,0,0,1,0,['red_list']
asperula-aristata,0,0,0,1,0,['red_list']
asperula-arvensis,0,0,0,1,0,['red_list']
asperula-cynanchica,0,0,0,1,1,['red_list' 'cert_list']
asperula-neilreichii,0,0,0,1,0,['red_list']
asperula-purpurea,0,0,0,1,0,['red_list']
asperula-taurina,0,0,0,1,0,['red_list']
asperula-tinctoria,0,0,0,1,0,['red_list']
asphodelus-albus,0,0,0,1,0,['red_list']
asplenium-adiantum-nigrum,0,0,0,1,0,['red_list']
asplenium-adulterinum,0,0,0,1,0,['red_list']
asplenium-billotii,0,0,0,1,0,['red_list']
asplenium-ceterach,0,0,0,1,0,['red_list']
asplenium-cuneifolium,0,0,0,1,0,['red_list']
asplenium-fissum,0,0,0,1,0,['red_list']
asplenium-fontanum,0,0,0,1,0,['red_list']
asplenium-foreziense,0,0,0,1,0,['red_list']
asplenium-onopteris,0,0,0,1,0,['red_list']
asplenium-ruta-muraria,0,0,0,1,1,['red_list' 'cert_list']
asplenium-septentrionale,0,0,0,1,0,['red_list']
asplenium-trichomanes,0,0,0,1,1,['red_list' 'cert_list']
asplenium-viride,0,0,0,1,1,['red_list' 'cert_list']
aster-alpinus,0,0,0,1,1,['red_list' 'cert_list']
aster-amellus,0,0,0,1,0,['red_list']
aster-bellidiastrum,0,0,0,1,1,['red_list' 'cert_list']
aster-linosyris,0,0,0,1,0,['red_list']
aster-novi-belgii,0,1,0,0,0,['WL']
astragalus-alpinus,0,0,0,1,1,['red_list' 'cert_list']
astragalus-australis,0,0,1,1,0,['under_sampled' 'red_list']
astragalus-cicer,0,0,0,1,0,['red_list']
astragalus-depressus,0,0,0,1,0,['red_list']
astragalus-exscapus,0,0,0,1,0,['red_list']
astragalus-frigidus,0,0,0,1,1,['red_list' 'cert_list']
astragalus-glycyphyllos,0,0,0,1,0,['red_list']
astragalus-leontinus,0,0,0,1,0,['red_list']
astragalus-monspessulanus,0,0,0,1,0,['red_list']
astragalus-onobrychis,0,0,0,1,0,['red_list']
astragalus-penduliflorus,0,0,0,1,0,['red_list']
astragalus-sempervirens,0,0,0,1,0,['red_list']
astrantia-major,0,0,0,1,1,['red_list' 'cert_list']
astrantia-minor,0,0,0,1,0,['red_list']
athamanta-cretensis,0,0,0,1,1,['red_list' 'cert_list']
athyrium-distentifolium,0,0,0,1,0,['red_list']
athyrium-filix-femina,0,0,0,1,1,['red_list' 'cert_list']
atriplex-patula,0,0,0,1,0,['red_list']
atriplex-prostrata,0,0,0,1,0,['red_list']
atropa-bella-donna,0,0,0,1,1,['red_list' 'cert_list']
avena-fatua,0,0,0,1,0,['red_list']
avenella-flexuosa,0,0,0,1,1,['red_list' 'cert_list']
baldellia-ranunculoides,0,0,0,1,0,['red_list']
ballota-nigra,0,0,1,3,0,['under_sampled' 'red_list']
barbarea-intermedia,0,0,0,1,0,['red_list']
barbarea-stricta,0,0,0,1,0,['red_list']
barbarea-vulgaris,0,0,0,1,0,['red_list']
bartsia-alpina,0,0,0,1,1,['red_list' 'cert_list']
bassia-scoparia,0,1,0,0,0,['WL']
bellis-perennis,0,0,0,1,1,['red_list' 'cert_list']
berberis-vulgaris,0,0,0,1,1,['red_list' 'cert_list']
berula-erecta,0,0,0,1,0,['red_list']
betula-humilis,0,0,0,1,0,['red_list']
betula-nana,0,0,0,1,0,['red_list']
betula-pendula,0,0,0,1,1,['red_list' 'cert_list']
betula-pubescens,0,0,0,1,1,['red_list' 'cert_list']
bidens-cernua,0,0,0,1,0,['red_list']
bidens-radiata,0,0,0,1,0,['red_list']
bidens-tripartita,0,0,0,1,0,['red_list']
biscutella-cichoriifolia,0,0,0,1,0,['red_list']
biscutella-laevigata,0,0,0,1,1,['red_list' 'cert_list']
blackstonia-acuminata,0,0,0,1,0,['red_list']
blackstonia-perfoliata,0,0,0,1,0,['red_list']
blechnum-spicant,0,0,0,1,1,['red_list' 'cert_list']
blitum-virgatum,0,0,0,1,0,['red_list']
blysmus-compressus,0,0,0,1,0,['red_list']
bolboschoenus-laticarpus,0,0,0,1,0,['red_list']
bolboschoenus-maritimus,0,0,0,1,0,['red_list']
bolboschoenus-planiculmis,0,0,0,1,0,['red_list']
bothriochloa-ischaemum,0,0,0,1,0,['red_list']
botrychium-lanceolatum,0,0,0,1,0,['red_list']
botrychium-lunaria,0,0,0,1,1,['red_list' 'cert_list']
botrychium-matricariifolium,0,0,0,1,0,['red_list']
botrychium-multifidum,0,0,0,1,0,['red_list']
botrychium-simplex,0,0,0,1,0,['red_list']
botrychium-virginianum,0,0,0,1,0,['red_list']
brachypodium-pinnatum,0,0,0,2,1,['red_list' 'cert_list']
brachypodium-rupestre,0,0,0,1,0,['red_list']
brachypodium-sylvaticum,0,0,0,1,1,['red_list' 'cert_list']
briza-media,0,0,0,1,1,['red_list' 'cert_list']
bromus-arvensis,0,0,0,1,0,['red_list']
bromus-benekenii,0,0,0,1,0,['red_list']
bromus-commutatus,0,0,0,1,0,['red_list']
bromus-erectus,0,0,0,3,1,['red_list' 'cert_list']
bromus-grossus,0,0,0,1,0,['red_list']
bromus-hordeaceus,0,0,0,1,1,['red_list' 'cert_list']
bromus-japonicus,0,0,0,1,0,['red_list']
bromus-racemosus,0,0,0,2,0,['red_list']
bromus-ramosus,0,0,0,1,0,['red_list']
bromus-secalinus,0,0,0,1,0,['red_list']
bromus-squarrosus,0,0,0,1,0,['red_list']
bromus-sterilis,0,0,0,1,1,['red_list' 'cert_list']
bromus-tectorum,0,0,0,1,1,['red_list' 'cert_list']
bryonia-alba,0,0,0,1,0,['red_list']
bryonia-dioica,0,0,0,1,0,['red_list']
buddleja-davidii,1,0,0,0,1,['BL' 'cert_list']
bufonia-paniculata,0,0,0,1,0,['red_list']
buglossoides-arvensis,0,0,0,1,0,['red_list']
buglossoides-purpurocaerulea,0,0,0,1,0,['red_list']
bulbocodium-vernum,0,0,0,1,0,['red_list']
bunias-erucago,0,0,0,1,0,['red_list']
bunias-orientalis,1,0,0,0,0,['BL']
bunium-bulbocastanum,0,0,0,1,0,['red_list']
buphthalmum-salicifolium,0,0,0,1,0,['red_list']
bupleurum-falcatum,0,0,0,3,0,['red_list']
bupleurum-longifolium,0,0,0,1,0,['red_list']
bupleurum-ranunculoides,0,0,0,3,0,['red_list']
bupleurum-rotundifolium,0,0,0,1,0,['red_list']
bupleurum-stellatum,0,0,0,1,0,['red_list']
butomus-umbellatus,0,0,0,1,0,['red_list']
buxus-sempervirens,0,0,0,1,0,['red_list']
cabomba-caroliniana,1,0,0,0,0,['BL']
calamagrostis-arundinacea,0,0,0,1,0,['red_list']
calamagrostis-canescens,0,0,0,1,0,['red_list']
calamagrostis-epigejos,0,0,0,1,0,['red_list']
calamagrostis-phragmitoides,0,0,0,1,0,['red_list']
calamagrostis-pseudophragmites,0,0,1,1,0,['under_sampled' 'red_list']
calamagrostis-stricta,0,0,0,1,0,['red_list']
calamagrostis-varia,0,0,0,1,1,['red_list' 'cert_list']
calamagrostis-villosa,0,0,0,1,0,['red_list']
calamintha-ascendens,0,0,0,1,0,['red_list']
calamintha-grandiflora,0,0,0,1,0,['red_list']
calamintha-menthifolia,0,0,0,1,0,['red_list']
calamintha-nepeta,0,0,1,2,0,['under_sampled' 'red_list']
caldesia-parnassifolia,0,0,0,1,0,['red_list']
calendula-arvensis,0,0,0,1,0,['red_list']
calepina-irregularis,0,0,0,1,0,['red_list']
calla-palustris,0,0,0,1,0,['red_list']
callianthemum-coriandrifolium,0,0,0,1,0,['red_list']
callitriche-cophocarpa,0,0,1,1,0,['under_sampled' 'red_list']
callitriche-hamulata,0,0,0,1,0,['red_list']
callitriche-obtusangula,0,0,0,1,0,['red_list']
callitriche-palustris,0,0,0,1,0,['red_list']
callitriche-platycarpa,0,0,0,1,0,['red_list']
callitriche-stagnalis,0,0,0,1,0,['red_list']
calluna-vulgaris,0,0,0,1,1,['red_list' 'cert_list']
caltha-palustris,0,0,0,1,1,['red_list' 'cert_list']
calystegia-sepium,0,0,0,1,1,['red_list' 'cert_list']
camelina-alyssum,0,0,0,1,0,['red_list']
camelina-microcarpa,0,0,0,1,0,['red_list']
campanula-barbata,0,0,0,1,1,['red_list' 'cert_list']
campanula-bertolae,0,0,0,1,0,['red_list']
campanula-bononiensis,0,0,0,1,0,['red_list']
campanula-cenisia,0,0,0,1,0,['red_list']
campanula-cervicaria,0,0,0,1,0,['red_list']
campanula-cochleariifolia,0,0,0,1,1,['red_list' 'cert_list']
campanula-excisa,0,0,0,1,0,['red_list']
campanula-glomerata,0,0,0,3,0,['red_list']
campanula-latifolia,0,0,0,1,0,['red_list']
campanula-patula,0,0,0,3,0,['red_list']
campanula-persicifolia,0,0,0,1,0,['red_list']
campanula-rapunculoides,0,0,0,1,0,['red_list']
campanula-rapunculus,0,0,0,1,0,['red_list']
campanula-rhomboidalis,0,0,0,1,1,['red_list' 'cert_list']
campanula-rotundifolia,0,0,0,1,1,['red_list' 'cert_list']
campanula-scheuchzeri,0,0,0,1,1,['red_list' 'cert_list']
campanula-spicata,0,0,0,1,0,['red_list']
campanula-thyrsoides,0,0,0,1,0,['red_list']
campanula-trachelium,0,0,0,1,1,['red_list' 'cert_list']
capsella-bursa-pastoris,0,0,0,1,1,['red_list' 'cert_list']
capsella-rubella,0,0,0,1,0,['red_list']
cardamine-alpina,0,0,0,1,0,['red_list']
cardamine-amara,0,0,0,3,0,['red_list']
cardamine-asarifolia,0,0,0,1,0,['red_list']
cardamine-bulbifera,0,0,0,1,0,['red_list']
cardamine-dentata,0,0,0,1,0,['red_list']
cardamine-flexuosa,0,0,0,1,0,['red_list']
cardamine-heptaphylla,0,0,0,1,1,['red_list' 'cert_list']
cardamine-hirsuta,0,0,0,1,1,['red_list' 'cert_list']
cardamine-impatiens,0,0,0,1,0,['red_list']
cardamine-kitaibelii,0,0,0,1,0,['red_list']
cardamine-matthioli,0,0,0,1,0,['red_list']
cardamine-pentaphyllos,0,0,0,1,0,['red_list']
cardamine-pratensis,0,0,0,2,1,['red_list' 'cert_list']
cardamine-resedifolia,0,0,0,1,1,['red_list' 'cert_list']
cardamine-rivularis,0,0,1,1,0,['under_sampled' 'red_list']
cardamine-trifolia,0,0,0,1,0,['red_list']
cardamine-udicola,0,0,0,1,0,['red_list']
cardaminopsis-arenosa,0,0,0,1,0,['red_list']
cardaminopsis-halleri,0,0,0,1,0,['red_list']
carduus-acanthoides,0,0,0,1,0,['red_list']
carduus-crispus,0,0,0,3,0,['red_list']
carduus-defloratus,0,0,2,4,1,['under_sampled' 'red_list' 'cert_list']
