species_slug,BL,WL,under_sampled,red_list,gbif,lists
schoenoplectiella-supina,0,0,0,0,1,['gbif']
schoenoplectus-lacustris,0,0,0,1,1,['red_list' 'gbif']
schoenoplectus-mucronatus,0,0,0,1,0,['red_list']
schoenoplectus-pungens,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
schoenoplectus-supinus,0,0,0,1,0,['red_list']
schoenoplectus-tabernaemontani,0,0,0,1,1,['red_list' 'gbif']
schoenoplectus-triqueter,0,0,1,1,2,['under_sampled' 'red_list' 'gbif']
schoenus-ferrugineus,0,0,0,1,1,['red_list' 'gbif']
schoenus-nigricans,0,0,0,1,1,['red_list' 'gbif']
scilla-bifolia,0,0,0,1,1,['red_list' 'gbif']
scilla-forbesii,0,0,0,0,1,['gbif']
scilla-luciliae,0,0,0,0,1,['gbif']
scilla-siberica,0,0,0,0,1,['gbif']
scirpoides-holoschoenus,0,0,0,1,3,['red_list' 'gbif']
scirpus-atrovirens,0,0,0,0,1,['gbif']
scirpus-hattorianus,0,0,0,0,1,['gbif']
scirpus-pendulus,0,0,0,0,1,['gbif']
scirpus-sylvaticus,0,0,0,1,1,['red_list' 'gbif']
scleranthus-annuus,0,0,2,4,2,['under_sampled' 'red_list' 'gbif']
scleranthus-perennis,0,0,0,1,1,['red_list' 'gbif']
scleranthus-polycarpos,0,0,0,0,1,['gbif']
scleranthus-verticillatus,0,0,0,0,1,['gbif']
sclerochloa-dura,0,0,0,1,1,['red_list' 'gbif']
scolochloa-festucacea,0,0,0,0,4,['gbif']
scorzonera-aristata,0,0,0,0,1,['gbif']
scorzonera-austriaca,0,0,0,1,1,['red_list' 'gbif']
scorzonera-hispanica,0,0,0,0,1,['gbif']
scorzonera-humilis,0,0,0,1,1,['red_list' 'gbif']
scorzonera-laciniata,0,0,0,1,0,['red_list']
scorzoneroides-autumnalis,0,0,0,0,1,['gbif']
scorzoneroides-helvetica,0,0,0,0,1,['gbif']
scorzoneroides-montana,0,0,0,0,2,['gbif']
scrophularia-auriculata,0,0,0,1,1,['red_list' 'gbif']
scrophularia-canina,0,0,0,1,2,['red_list' 'gbif']
scrophularia-juratensis,0,0,0,1,0,['red_list']
scrophularia-nodosa,0,0,0,1,1,['red_list' 'gbif']
scrophularia-umbrosa,0,0,0,1,1,['red_list' 'gbif']
scrophularia-vernalis,0,0,0,0,1,['gbif']
scutellaria-alpina,0,0,0,1,1,['red_list' 'gbif']
scutellaria-altissima,0,0,0,0,1,['gbif']
scutellaria-galericulata,0,0,0,1,1,['red_list' 'gbif']
secale-cereale,0,0,0,0,1,['gbif']
securigera-varia,0,0,0,1,1,['red_list' 'gbif']
sedum-acre,0,0,0,1,1,['red_list' 'gbif']
sedum-album,0,0,0,1,1,['red_list' 'gbif']
sedum-alpestre,0,0,0,1,1,['red_list' 'gbif']
sedum-anacampseros,0,0,0,1,0,['red_list']
sedum-annuum,0,0,0,1,1,['red_list' 'gbif']
sedum-atratum,0,0,0,1,2,['red_list' 'gbif']
sedum-cepaea,0,0,0,1,1,['red_list' 'gbif']
sedum-dasyphyllum,0,0,0,1,1,['red_list' 'gbif']
sedum-hispanicum,0,0,0,1,1,['red_list' 'gbif']
sedum-montanum,0,0,0,1,0,['red_list']
sedum-rubens,0,0,0,1,1,['red_list' 'gbif']
sedum-rupestre,0,0,0,2,0,['red_list']
sedum-sarmentosum,0,0,0,0,1,['gbif']
sedum-sexangulare,0,0,0,1,1,['red_list' 'gbif']
sedum-spurium,0,1,0,0,0,['WL']
sedum-stoloniferum,0,1,0,0,0,['WL']
sedum-telephium,0,0,0,4,0,['red_list']
sedum-villosum,0,0,0,1,1,['red_list' 'gbif']
selaginella-helvetica,0,0,0,1,1,['red_list' 'gbif']
selaginella-selaginoides,0,0,0,1,1,['red_list' 'gbif']
selinum-carvifolia,0,0,0,1,1,['red_list' 'gbif']
selinum-silaifolium,0,0,0,0,1,['gbif']
sempervivum-arachnoideum,0,0,0,1,3,['red_list' 'gbif']
sempervivum-fauconnettii,0,0,0,0,1,['gbif']
sempervivum-globiferum,0,0,0,0,1,['gbif']
sempervivum-grandiflorum,0,0,0,1,1,['red_list' 'gbif']
sempervivum-montanum,0,0,0,1,2,['red_list' 'gbif']
sempervivum-tectorum,0,0,0,1,1,['red_list' 'gbif']
sempervivum-wulfenii,0,0,0,1,2,['red_list' 'gbif']
senecio-abrotanifolius,0,0,0,1,0,['red_list']
senecio-alpinus,0,0,0,1,0,['red_list']
senecio-aquaticus,0,0,0,1,0,['red_list']
senecio-cacaliaster,0,0,0,0,1,['gbif']
senecio-doronicum,0,0,0,1,2,['red_list' 'gbif']
senecio-erraticus,0,0,0,1,0,['red_list']
senecio-erucifolius,0,0,0,1,0,['red_list']
senecio-halleri,0,0,0,1,0,['red_list']
senecio-hercynicus,0,0,0,1,1,['red_list' 'gbif']
senecio-inaequidens,1,0,0,0,1,['BL' 'gbif']
senecio-incanus,0,0,0,4,0,['red_list']
senecio-jacobaea,0,0,0,1,0,['red_list']
senecio-ovatus,0,0,0,1,2,['red_list' 'gbif']
senecio-paludosus,0,0,0,1,0,['red_list']
senecio-rupestris,0,0,0,1,0,['red_list']
senecio-squalidus,0,0,0,0,1,['gbif']
senecio-sylvaticus,0,0,0,1,1,['red_list' 'gbif']
senecio-vernalis,0,0,0,0,1,['gbif']
senecio-viscosus,0,0,0,1,1,['red_list' 'gbif']
senecio-vulgaris,0,0,0,1,1,['red_list' 'gbif']
serapias-vomeracea,0,0,0,1,1,['red_list' 'gbif']
seriphidium-vallesiacum,0,0,0,0,1,['gbif']
serratula-tinctoria,0,0,0,3,2,['red_list' 'gbif']
seseli-annuum,0,0,0,1,2,['red_list' 'gbif']
seseli-libanotis,0,0,0,1,1,['red_list' 'gbif']
seseli-montanum,0,0,0,1,0,['red_list']
seseli-varium,0,0,0,0,1,['gbif']
sesleria-caerulea,0,0,0,1,1,['red_list' 'gbif']
sesleria-sphaerocephala,0,0,0,1,0,['red_list']
sesleriella-sphaerocephala,0,0,0,0,1,['gbif']
setaria-faberi,0,0,0,0,1,['gbif']
setaria-helvola,0,0,0,0,1,['gbif']
setaria-italica,0,0,0,0,1,['gbif']
setaria-parviflora,0,0,0,0,1,['gbif']
setaria-pumila,0,0,0,1,0,['red_list']
setaria-verticillata,0,0,0,1,2,['red_list' 'gbif']
setaria-verticilliformis,0,0,0,1,0,['red_list']
setaria-viridis,0,0,0,1,1,['red_list' 'gbif']
sherardia-arvensis,0,0,0,1,1,['red_list' 'gbif']
sibbaldia-procumbens,0,0,0,1,1,['red_list' 'gbif']
sicyos-angulatus,1,0,0,0,1,['BL' 'gbif']
sideritis-hyssopifolia,0,0,0,1,1,['red_list' 'gbif']
sideritis-montana,0,0,0,1,1,['red_list' 'gbif']
silaum-silaus,0,0,0,1,1,['red_list' 'gbif']
silene-acaulis,0,0,0,1,1,['red_list' 'gbif']
silene-armeria,0,0,0,1,0,['red_list']
silene-baccifera,0,0,0,0,1,['gbif']
silene-conica,0,0,0,0,1,['gbif']
silene-coronaria,0,0,0,1,1,['red_list' 'gbif']
silene-cretica,0,0,0,1,0,['red_list']
silene-dichotoma,0,0,0,0,1,['gbif']
silene-dioica,0,0,0,1,1,['red_list' 'gbif']
silene-elisabethae,0,0,0,0,1,['gbif']
silene-exscapa,0,0,0,1,1,['red_list' 'gbif']
silene-flos-cuculi,0,0,0,1,1,['red_list' 'gbif']
silene-flos-jovis,0,0,0,1,1,['red_list' 'gbif']
silene-gallica,0,0,0,1,1,['red_list' 'gbif']
silene-italica,0,0,0,1,1,['red_list' 'gbif']
silene-latifolia,0,0,0,0,1,['gbif']
silene-noctiflora,0,0,0,1,1,['red_list' 'gbif']
silene-nutans,0,0,0,3,3,['red_list' 'gbif']
silene-otites,0,0,0,1,1,['red_list' 'gbif']
silene-pratensis,0,0,0,1,0,['red_list']
silene-pusilla,0,0,0,1,0,['red_list']
silene-rupestris,0,0,0,1,0,['red_list']
silene-saxifraga,0,0,0,1,1,['red_list' 'gbif']
silene-suecica,0,0,0,1,1,['red_list' 'gbif']
silene-vallesia,0,0,0,1,1,['red_list' 'gbif']
silene-viscaria,0,0,0,1,0,['red_list']
silene-vulgaris,0,0,0,4,4,['red_list' 'gbif']
siler-montanum,0,0,0,0,1,['gbif']
silphiodaucus-prutenicus,0,0,0,0,1,['gbif']
silphium-perfoliatum,0,0,0,0,1,['gbif']
silybum-marianum,0,0,0,0,1,['gbif']
sinapis-alba,0,0,0,1,1,['red_list' 'gbif']
sinapis-arvensis,0,0,0,1,2,['red_list' 'gbif']
sinapis-incana,0,0,0,0,1,['gbif']
sison-amomum,0,0,0,1,1,['red_list' 'gbif']
sisymbrium-altissimum,0,0,0,0,1,['gbif']
sisymbrium-austriacum,0,0,0,1,1,['red_list' 'gbif']
sisymbrium-irio,0,0,0,0,1,['gbif']
sisymbrium-loeselii,0,0,0,0,1,['gbif']
sisymbrium-officinale,0,0,0,1,1,['red_list' 'gbif']
sisymbrium-orientale,0,0,0,0,1,['gbif']
sisymbrium-strictissimum,0,0,0,1,1,['red_list' 'gbif']
sisymbrium-supinum,0,0,0,1,0,['red_list']
sisyrinchium-montanum,0,0,0,0,1,['gbif']
sium-latifolium,0,0,0,1,1,['red_list' 'gbif']
smyrnium-perfoliatum,0,0,0,0,1,['gbif']
solanum-angustifolium,0,0,0,0,1,['gbif']
solanum-carolinense,1,0,0,0,1,['BL' 'gbif']
solanum-decipiens,0,0,0,0,1,['gbif']
solanum-dulcamara,0,0,0,1,1,['red_list' 'gbif']
solanum-lycopersicum,0,0,0,0,1,['gbif']
solanum-melongena,0,0,0,0,1,['gbif']
solanum-nigrum,0,0,0,1,3,['red_list' 'gbif']
solanum-physalifolium,0,0,0,0,1,['gbif']
solanum-tuberosum,0,0,0,0,1,['gbif']
solanum-villosum,0,0,0,3,3,['red_list' 'gbif']
soldanella-alpicola,0,0,0,0,1,['gbif']
soldanella-alpina,0,0,0,1,1,['red_list' 'gbif']
soldanella-minima,0,0,0,0,2,['gbif']
soldanella-pusilla,0,0,0,1,0,['red_list']
soleirolia-soleirolii,0,0,0,0,1,['gbif']
solidago-canadensis,1,0,0,0,1,['BL' 'gbif']
solidago-gigantea,1,0,0,0,1,['BL' 'gbif']
solidago-nemoralis,1,0,0,0,0,['BL']
solidago-rugosa,0,0,0,0,1,['gbif']
solidago-virgaurea,0,0,0,3,3,['red_list' 'gbif']
sonchus-arvensis,0,0,1,3,3,['under_sampled' 'red_list' 'gbif']
sonchus-asper,0,0,0,1,2,['red_list' 'gbif']
sonchus-oleraceus,0,0,0,1,1,['red_list' 'gbif']
sonchus-palustris,0,0,0,1,1,['red_list' 'gbif']
sonchus-tenerrimus,0,0,0,0,1,['gbif']
sorbaria-sorbifolia,0,0,0,0,1,['gbif']
sorbus-aria,0,0,0,1,0,['red_list']
sorbus-aucuparia,0,0,0,3,3,['red_list' 'gbif']
sorbus-austriaca,0,0,0,0,1,['gbif']
sorbus-chamaemespilus,0,0,0,1,0,['red_list']
sorbus-domestica,0,0,0,1,0,['red_list']
sorbus-latifolia,0,0,0,1,0,['red_list']
sorbus-mougeotii,0,0,0,1,0,['red_list']
sorbus-torminalis,0,0,0,1,0,['red_list']
sorghum-bicolor,0,0,0,0,1,['gbif']
sorghum-halepense,0,0,0,0,1,['gbif']
sparganium-angustifolium,0,0,0,1,1,['red_list' 'gbif']
sparganium-emersum,0,0,0,1,1,['red_list' 'gbif']
sparganium-erectum,0,0,0,5,5,['red_list' 'gbif']
sparganium-natans,0,0,0,1,1,['red_list' 'gbif']
spartium-junceum,0,0,0,0,1,['gbif']
spergula-arvensis,0,0,0,1,1,['red_list' 'gbif']
spergularia-marina,0,0,0,0,1,['gbif']
spergularia-rubra,0,0,0,1,1,['red_list' 'gbif']
spergularia-segetalis,0,0,0,1,1,['red_list' 'gbif']
spinacia-oleracea,0,0,0,0,1,['gbif']
spinulum-annotinum,0,0,0,0,1,['gbif']
spiraea-alba,0,0,0,0,1,['gbif']
spiraea-arguta,0,0,0,0,1,['gbif']
spiraea-billardii,0,0,0,0,2,['gbif']
spiraea-chamaedryfolia,0,0,0,0,1,['gbif']
spiraea-japonica,0,0,0,0,1,['gbif']
spiraea-salicifolia,0,0,0,0,1,['gbif']
spiranthes-aestivalis,0,0,0,1,1,['red_list' 'gbif']
spiranthes-spiralis,0,0,0,1,1,['red_list' 'gbif']
spirodela-polyrhiza,0,0,0,1,1,['red_list' 'gbif']
sporobolus-indicus,0,0,0,0,1,['gbif']
sporobolus-neglectus,0,0,0,0,1,['gbif']
sporobolus-vaginiflorus,0,0,0,0,1,['gbif']
stachys-alopecuros,0,0,0,1,0,['red_list']
stachys-alpina,0,0,0,1,1,['red_list' 'gbif']
stachys-ambigua,0,0,0,0,1,['gbif']
stachys-annua,0,0,0,1,1,['red_list' 'gbif']
stachys-arvensis,0,0,0,1,1,['red_list' 'gbif']
stachys-byzantina,0,0,0,0,1,['gbif']
stachys-germanica,0,0,0,1,1,['red_list' 'gbif']
stachys-officinalis,0,0,0,1,0,['red_list']
stachys-palustris,0,0,0,1,1,['red_list' 'gbif']
stachys-pradica,0,0,0,1,0,['red_list']
stachys-recta,0,0,1,3,3,['under_sampled' 'red_list' 'gbif']
stachys-sylvatica,0,0,0,1,1,['red_list' 'gbif']
staphylea-pinnata,0,0,0,1,1,['red_list' 'gbif']
stellaria-alsine,0,0,0,1,1,['red_list' 'gbif']
stellaria-apetala,0,0,0,0,1,['gbif']
stellaria-glochidosperma,0,0,0,0,1,['gbif']
stellaria-graminea,0,0,0,1,1,['red_list' 'gbif']
stellaria-holostea,0,0,0,1,1,['red_list' 'gbif']
stellaria-longifolia,0,0,0,1,1,['red_list' 'gbif']
stellaria-media,0,0,0,2,1,['red_list' 'gbif']
stellaria-neglecta,0,0,0,1,1,['red_list' 'gbif']
stellaria-nemorum,0,0,2,3,2,['under_sampled' 'red_list' 'gbif']
stellaria-pallida,0,0,0,1,0,['red_list']
stellaria-palustris,0,0,0,1,1,['red_list' 'gbif']
stemmacantha-rhapontica,0,0,0,3,0,['red_list']
stipa-capillata,0,0,0,1,1,['red_list' 'gbif']
stipa-eriocaulis,0,0,0,1,0,['red_list']
stipa-pennata,0,0,0,2,5,['red_list' 'gbif']
stratiotes-aloides,0,0,0,0,1,['gbif']
streptopus-amplexifolius,0,0,0,1,1,['red_list' 'gbif']
struthiopteris-spicant,0,0,0,0,1,['gbif']
stuckenia-filiformis,0,0,0,0,1,['gbif']
stuckenia-pectinata,0,0,0,0,2,['gbif']
subularia-aquatica,0,0,0,1,0,['red_list']
succisa-pratensis,0,0,0,1,1,['red_list' 'gbif']
succisella-inflexa,0,0,0,0,1,['gbif']
swertia-perennis,0,0,0,1,1,['red_list' 'gbif']
symphoricarpos-albus,0,1,0,0,1,['WL' 'gbif']
symphoricarpos-orbiculatus,0,0,0,0,1,['gbif']
symphyotrichum-laeve,0,0,0,0,1,['gbif']
symphyotrichum-lanceolatum,0,0,0,0,1,['gbif']
symphyotrichum-novae-angliae,0,0,0,0,1,['gbif']
symphyotrichum-novi-belgii,0,0,0,0,1,['gbif']
symphyotrichum-salignum,0,0,0,0,1,['gbif']
symphyotrichum-tradescantii,0,0,0,0,1,['gbif']
symphyotrichum-versicolor,0,0,0,0,1,['gbif']
symphytum-asperum,0,0,0,0,1,['gbif']
symphytum-bulbosum,0,0,0,1,1,['red_list' 'gbif']
symphytum-grandiflorum,0,0,0,0,1,['gbif']
symphytum-officinale,0,0,0,1,1,['red_list' 'gbif']
symphytum-tuberosum,0,0,0,1,1,['red_list' 'gbif']
symphytum-uplandicum,0,0,0,0,1,['gbif']
syringa-vulgaris,0,0,0,0,2,['gbif']
tagetes-erecta,0,0,0,0,2,['gbif']
tamus-communis,0,0,0,1,0,['red_list']
tanacetum-balsamita,0,0,0,0,1,['gbif']
tanacetum-cinerariifolium,0,0,0,0,1,['gbif']
tanacetum-corymbosum,0,0,0,1,2,['red_list' 'gbif']
tanacetum-macrophyllum,0,0,0,0,1,['gbif']
tanacetum-parthenium,0,0,0,0,1,['gbif']
tanacetum-vulgare,0,0,0,1,1,['red_list' 'gbif']
taraxacum-alpestre,0,0,0,1,0,['red_list']
taraxacum-alpinum,0,0,1,1,0,['under_sampled' 'red_list']
taraxacum-aquilonare,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
taraxacum-ceratophorum,0,0,0,1,0,['red_list']
taraxacum-cucullatum,0,0,1,1,0,['under_sampled' 'red_list']
taraxacum-dissectum,0,0,0,1,1,['red_list' 'gbif']
taraxacum-fontanum,0,0,1,1,0,['under_sampled' 'red_list']
taraxacum-handelii,0,0,0,0,1,['gbif']
taraxacum-laevigatum,0,0,0,1,0,['red_list']
taraxacum-officinale,0,0,0,1,0,['red_list']
taraxacum-pacheri,0,0,0,1,1,['red_list' 'gbif']
taraxacum-palustre,0,0,0,1,0,['red_list']
taraxacum-schroeterianum,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
taxodium-distichum,0,0,0,0,1,['gbif']
taxus-baccata,0,0,0,1,1,['red_list' 'gbif']
teesdalia-nudicaulis,0,0,0,1,1,['red_list' 'gbif']
telekia-speciosa,0,0,0,0,1,['gbif']
telephium-imperati,0,0,0,1,1,['red_list' 'gbif']
tellima-grandiflora,0,0,0,0,1,['gbif']
tephroseris-capitata,0,0,0,1,0,['red_list']
tephroseris-helenitis,0,0,0,1,3,['red_list' 'gbif']
tephroseris-integrifolia,0,0,0,1,2,['red_list' 'gbif']
tephroseris-tenuifolia,0,0,0,1,0,['red_list']
tetragonia-tetragonoides,0,0,0,0,1,['gbif']
teucrium-botrys,0,0,0,1,1,['red_list' 'gbif']
teucrium-chamaedrys,0,0,0,1,1,['red_list' 'gbif']
teucrium-montanum,0,0,0,1,1,['red_list' 'gbif']
teucrium-scordium,0,0,0,1,1,['red_list' 'gbif']
teucrium-scorodonia,0,0,0,1,1,['red_list' 'gbif']
thalictrum-alpinum,0,0,0,1,1,['red_list' 'gbif']
thalictrum-aquilegifolium,0,0,0,0,1,['gbif']
thalictrum-aquilegiifolium,0,0,0,1,0,['red_list']
thalictrum-flavum,0,0,0,1,1,['red_list' 'gbif']
thalictrum-foetidum,0,0,0,1,1,['red_list' 'gbif']
thalictrum-lucidum,0,0,0,1,1,['red_list' 'gbif']
thalictrum-minus,0,0,0,3,4,['red_list' 'gbif']
thalictrum-simplex,0,0,1,3,3,['under_sampled' 'red_list' 'gbif']
thelypteris-palustris,0,0,0,1,1,['red_list' 'gbif']
thesium-alpinum,0,0,0,1,1,['red_list' 'gbif']
thesium-bavarum,0,0,0,1,1,['red_list' 'gbif']
thesium-humifusum,0,0,0,1,1,['red_list' 'gbif']
thesium-linophyllon,0,0,0,1,1,['red_list' 'gbif']
thesium-pyrenaicum,0,0,0,1,2,['red_list' 'gbif']
thesium-rostratum,0,0,0,1,1,['red_list' 'gbif']
thinopyrum-elongatum,0,0,0,0,1,['gbif']
thinopyrum-intermedium,0,0,0,0,1,['gbif']
thlaspi-alliaceum,0,0,0,0,1,['gbif']
thlaspi-alpestre,0,0,0,1,0,['red_list']
thlaspi-arvense,0,0,0,1,0,['red_list']
thlaspi-brachypetalum,0,0,0,1,0,['red_list']
thlaspi-caerulescens,0,0,0,1,0,['red_list']
thlaspi-montanum,0,0,0,1,0,['red_list']
thlaspi-perfoliatum,0,0,0,1,0,['red_list']
thlaspi-rotundifolium,0,0,0,3,0,['red_list']
thlaspi-sylvium,0,0,0,1,0,['red_list']
thlaspi-virens,0,0,0,1,0,['red_list']
thuja-occidentalis,0,0,0,0,1,['gbif']
thuja-plicata,0,0,0,0,1,['gbif']
thymelaea-passerina,0,0,0,1,1,['red_list' 'gbif']
thymus-alpestris,0,0,0,1,1,['red_list' 'gbif']
thymus-longicaulis,0,0,0,1,1,['red_list' 'gbif']
thymus-oenipontanus,0,0,0,1,1,['red_list' 'gbif']
thymus-praecox,0,0,1,2,3,['under_sampled' 'red_list' 'gbif']
thymus-pulegioides,0,0,1,2,3,['under_sampled' 'red_list' 'gbif']
thymus-serpyllum,0,0,0,1,0,['red_list']
thymus-vulgaris,0,0,0,0,1,['gbif']
thysselinum-palustre,0,0,0,0,1,['gbif']
tilia-cordata,0,0,0,1,1,['red_list' 'gbif']
tilia-platyphyllos,0,0,0,1,2,['red_list' 'gbif']
tilia-tomentosa,0,0,0,0,1,['gbif']
tilia-vulgaris,0,0,0,0,1,['gbif']
tofieldia-calyculata,0,0,0,1,1,['red_list' 'gbif']
tofieldia-pusilla,0,0,0,1,1,['red_list' 'gbif']
tolpis-staticifolia,0,0,0,0,1,['gbif']
tommasinia-verticillaris,0,0,0,0,1,['gbif']
tordylium-maximum,0,0,0,1,1,['red_list' 'gbif']
torilis-arvensis,0,0,0,1,2,['red_list' 'gbif']
torilis-japonica,0,0,0,1,1,['red_list' 'gbif']
torilis-leptophylla,0,0,0,0,1,['gbif']
torilis-nodosa,0,0,0,1,1,['red_list' 'gbif']
torminalis-glaberrima,0,0,0,0,1,['gbif']
toxicodendron-radicans,1,0,0,0,1,['BL' 'gbif']
tozzia-alpina,0,0,0,1,1,['red_list' 'gbif']
trachycarpus-fortunei,1,0,0,0,1,['BL' 'gbif']
trachystemon-orientalis,0,0,0,0,1,['gbif']
tradescantia-virginiana,0,0,0,0,1,['gbif']
tragopogon-dubius,0,0,0,1,1,['red_list' 'gbif']
tragopogon-minor,0,0,0,0,1,['gbif']
tragopogon-orientalis,0,0,0,0,1,['gbif']
tragopogon-porrifolius,0,0,0,0,1,['gbif']
tragopogon-pratensis,0,0,0,4,2,['red_list' 'gbif']
tragus-racemosus,0,0,0,1,1,['red_list' 'gbif']
trapa-natans,0,0,0,1,1,['red_list' 'gbif']
traunsteinera-globosa,0,0,0,1,1,['red_list' 'gbif']
tribulus-terrestris,0,0,0,1,1,['red_list' 'gbif']
trichophorum-alpinum,0,0,0,1,1,['red_list' 'gbif']
trichophorum-cespitosum,0,0,0,1,3,['red_list' 'gbif']
trichophorum-pumilum,0,0,0,1,1,['red_list' 'gbif']
trientalis-europaea,0,0,0,1,0,['red_list']
trifolium-alexandrinum,0,0,0,0,1,['gbif']
trifolium-alpestre,0,0,0,1,1,['red_list' 'gbif']
trifolium-alpinum,0,0,0,1,1,['red_list' 'gbif']
trifolium-angustifolium,0,0,0,0,1,['gbif']
trifolium-arvense,0,0,0,1,1,['red_list' 'gbif']
trifolium-aureum,0,0,0,1,1,['red_list' 'gbif']
trifolium-badium,0,0,0,1,1,['red_list' 'gbif']
trifolium-campestre,0,0,0,1,1,['red_list' 'gbif']
trifolium-dubium,0,0,0,1,1,['red_list' 'gbif']
trifolium-fragiferum,0,0,0,1,1,['red_list' 'gbif']
trifolium-glomeratum,0,0,0,0,1,['gbif']
trifolium-hybridum,0,0,0,0,3,['gbif']
trifolium-incarnatum,0,0,0,0,3,['gbif']
trifolium-medium,0,0,0,1,1,['red_list' 'gbif']
trifolium-micranthum,0,0,0,0,1,['gbif']
trifolium-montanum,0,0,0,1,2,['red_list' 'gbif']
trifolium-nigrescens,0,0,0,0,1,['gbif']
trifolium-ochroleucon,0,0,0,1,1,['red_list' 'gbif']
trifolium-pallescens,0,0,0,1,1,['red_list' 'gbif']
trifolium-patens,0,0,0,1,1,['red_list' 'gbif']
trifolium-pratense,0,0,1,3,3,['under_sampled' 'red_list' 'gbif']
trifolium-repens,0,0,0,3,3,['red_list' 'gbif']
trifolium-resupinatum,0,0,0,0,1,['gbif']
trifolium-rubens,0,0,0,1,1,['red_list' 'gbif']
trifolium-saxatile,0,0,0,1,1,['red_list' 'gbif']
trifolium-scabrum,0,0,0,1,1,['red_list' 'gbif']
trifolium-spadiceum,0,0,0,1,1,['red_list' 'gbif']
trifolium-striatum,0,0,0,1,1,['red_list' 'gbif']
trifolium-subterraneum,0,0,0,0,1,['gbif']
trifolium-thalii,0,0,0,1,1,['red_list' 'gbif']
triglochin-palustris,0,0,0,1,1,['red_list' 'gbif']
trigonella-caerulea,0,0,0,0,1,['gbif']
trigonella-foenum-graecum,0,0,0,0,1,['gbif']
trigonella-monspeliaca,0,0,0,1,0,['red_list']
trinia-glauca,0,0,0,1,2,['red_list' 'gbif']
tripleurospermum-inodorum,0,0,0,1,1,['red_list' 'gbif']
trisetaria-loeflingiana,0,0,0,0,1,['gbif']
trisetum-alpestre,0,0,0,0,1,['gbif']
trisetum-argenteum,0,0,0,0,1,['gbif']
trisetum-cavanillesii,0,0,0,1,0,['red_list']
trisetum-distichophyllum,0,0,0,1,1,['red_list' 'gbif']
trisetum-flavescens,0,0,0,1,3,['red_list' 'gbif']
trisetum-spicatum,0,0,0,1,1,['red_list' 'gbif']
triticum-aestivum,0,0,0,0,2,['gbif']
triticum-monococcum,0,0,0,0,1,['gbif']
triticum-turgidum,0,0,0,0,4,['gbif']
trochiscanthes-nodiflora,0,0,0,1,0,['red_list']
trochiscanthes-nodiflorus,0,0,0,0,1,['gbif']
trollius-europaeus,0,0,0,1,1,['red_list' 'gbif']
tropaeolum-majus,0,0,0,0,1,['gbif']
tulipa-agenensis,0,0,0,0,2,['gbif']
tulipa-clusiana,0,0,0,0,1,['gbif']
tulipa-gesneriana,0,0,0,0,5,['gbif']
tulipa-sylvestris,0,0,0,3,3,['red_list' 'gbif']
turgenia-latifolia,0,0,0,1,1,['red_list' 'gbif']
turritis-glabra,0,0,0,1,1,['red_list' 'gbif']
tussilago-farfara,0,0,0,1,1,['red_list' 'gbif']
typha-angustifolia,0,0,0,1,1,['red_list' 'gbif']
typha-domingensis,0,0,0,0,1,['gbif']
typha-glauca,0,0,0,0,1,['gbif']
typha-latifolia,0,0,0,1,1,['red_list' 'gbif']
typha-laxmannii,0,0,0,0,1,['gbif']
typha-minima,0,0,0,1,1,['red_list' 'gbif']
typha-shuttleworthii,0,0,0,1,1,['red_list' 'gbif']
ulex-europaeus,0,0,0,0,1,['gbif']
ulmus-glabra,0,0,0,1,1,['red_list' 'gbif']
ulmus-laevis,0,0,0,1,1,['red_list' 'gbif']
ulmus-minor,0,0,0,1,1,['red_list' 'gbif']
umbilicus-rupestris,0,0,0,1,1,['red_list' 'gbif']
urtica-dioica,0,0,0,1,1,['red_list' 'gbif']
urtica-urens,0,0,0,1,1,['red_list' 'gbif']
utricularia-australis,0,0,0,1,1,['red_list' 'gbif']
utricularia-bremii,0,0,0,1,1,['red_list' 'gbif']
utricularia-intermedia,0,0,0,1,1,['red_list' 'gbif']
utricularia-minor,0,0,0,1,1,['red_list' 'gbif']
utricularia-ochroleuca,0,0,0,1,1,['red_list' 'gbif']
utricularia-stygia,0,0,0,1,1,['red_list' 'gbif']
utricularia-vulgaris,0,0,0,2,1,['red_list' 'gbif']
vaccaria-hispanica,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
vaccinium-gaultherioides,0,0,0,1,0,['red_list']
vaccinium-macrocarpum,0,0,0,0,1,['gbif']
vaccinium-microcarpum,0,0,0,1,1,['red_list' 'gbif']
vaccinium-myrtillus,0,0,0,1,1,['red_list' 'gbif']
vaccinium-oxycoccos,0,0,0,1,1,['red_list' 'gbif']
vaccinium-uliginosum,0,0,0,2,2,['red_list' 'gbif']
vaccinium-vitis-idaea,0,0,0,1,2,['red_list' 'gbif']
valeriana-celtica,0,0,0,1,2,['red_list' 'gbif']
valeriana-dioica,0,0,0,1,1,['red_list' 'gbif']
valeriana-excelsa,0,0,0,0,1,['gbif']
valeriana-montana,0,0,0,1,1,['red_list' 'gbif']
valeriana-officinalis,0,0,0,2,1,['red_list' 'gbif']
valeriana-pratensis,0,0,0,1,0,['red_list']
valeriana-pyrenaica,0,0,0,0,1,['gbif']
valeriana-repens,0,0,0,1,0,['red_list']
